test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Study_attendence_interaction,Passed the class
0.76,0.7,0.43,0.82,0.17,0.82,0.02,0.06,0.1394,1
0.55,0.91,0.79,0.68,0.05,0.5,0.1,0.01,0.025,0
0.55,0.75,0.69,0.85,0.05,0.68,0.05,0.0,0.034,0
0.82,0.45,0.69,0.68,0.09,0.78,0.05,0.0,0.0702,0
0.79,0.82,0.72,0.7,0.09,0.67,0.09,0.01,0.0603,0
0.95,0.58,0.81,0.68,0.07,0.65,0.05,0.0,0.045500000000000006,0
0.84,0.7,0.4,0.92,0.0,0.5,0.1,0.0,0.0,0
0.72,0.9,0.72,0.58,0.0,0.52,0.08,0.0,0.0,0
0.59,0.86,0.75,0.94,0.0,0.53,0.1,0.0,0.0,0
0.68,0.51,0.88,0.71,0.06,0.7,0.08,0.01,0.041999999999999996,0
0.77,0.99,0.7,0.68,0.06,0.73,0.05,0.03,0.0438,0
0.72,0.99,0.76,0.86,0.06,0.8,0.09,0.05,0.048,1
0.53,0.98,0.53,0.6,0.06,0.7,0.1,0.04,0.041999999999999996,1
0.69,0.56,0.45,0.74,0.11,0.54,0.08,0.03,0.0594,0
0.68,0.68,0.46,0.84,0.1,0.83,0.06,0.02,0.083,0
0.91,0.63,0.79,0.54,0.05,0.53,0.1,0.01,0.026500000000000003,0
0.76,0.53,0.63,0.94,0.04,0.64,0.1,0.0,0.0256,0
0.83,0.79,0.89,0.8,0.03,0.55,0.06,0.0,0.0165,0
0.53,0.48,0.99,0.63,0.03,0.61,0.1,0.05,0.0183,1
0.87,0.89,0.43,0.62,0.15,0.82,0.05,0.06,0.12299999999999998,1
0.56,0.86,0.94,0.83,0.11,0.74,0.06,0.03,0.0814,0
0.97,0.76,0.96,0.83,0.1,0.62,0.09,0.03,0.062,0
0.56,0.9,0.64,0.67,0.01,0.68,0.09,0.01,0.0068000000000000005,0
0.99,0.5,0.98,0.55,0.07,0.86,0.08,0.0,0.060200000000000004,1
0.75,0.72,0.42,0.91,0.05,0.66,0.06,0.03,0.033,0
0.75,0.72,0.67,0.7,0.06,0.6,0.09,0.01,0.036,0
0.68,0.84,0.62,0.89,0.11,0.8,0.08,0.03,0.08800000000000001,1
0.58,0.95,0.75,0.54,0.13,0.63,0.06,0.0,0.0819,0
0.69,0.73,0.96,0.51,0.19,0.78,0.05,0.05,0.1482,1
0.91,0.86,0.94,0.55,0.04,0.59,0.08,0.02,0.0236,0
0.94,0.98,0.87,0.99,0.15,0.92,0.04,0.04,0.138,1
0.99,0.49,0.52,0.57,0.06,0.66,0.07,0.04,0.0396,1
0.65,0.49,0.61,0.51,0.02,0.56,0.09,0.0,0.011200000000000002,0
0.66,0.81,0.64,0.72,0.18,0.73,0.08,0.03,0.1314,0
0.71,0.85,0.94,0.69,0.16,0.51,0.1,0.03,0.0816,0
0.62,0.99,0.82,0.53,0.06,0.63,0.07,0.0,0.0378,0
0.61,0.72,0.63,0.64,0.03,0.66,0.07,0.03,0.0198,0
0.59,0.85,0.82,0.79,0.0,0.57,0.1,0.0,0.0,0
0.5,0.91,0.76,0.69,0.13,0.63,0.1,0.09,0.0819,1
0.81,0.53,0.91,0.73,0.0,0.67,0.08,0.0,0.0,0
0.79,0.73,0.72,0.58,0.06,0.66,0.09,0.02,0.0396,0
0.57,0.58,0.53,0.7,0.01,0.81,0.07,0.0,0.008100000000000001,0
0.7,0.82,0.63,0.87,0.14,0.67,0.07,0.06,0.09380000000000001,1
0.71,0.98,0.61,0.9,0.17,0.77,0.06,0.08,0.13090000000000002,1
0.67,0.96,0.91,0.62,0.0,0.58,0.1,0.0,0.0,0
0.51,0.84,0.9,0.54,0.07,0.62,0.1,0.0,0.0434,0
0.97,0.78,0.76,0.95,0.1,0.78,0.09,0.02,0.07800000000000001,1
0.93,0.81,0.91,0.63,0.07,0.67,0.08,0.03,0.046900000000000004,0
0.58,0.93,0.98,0.99,0.04,0.66,0.07,0.0,0.026400000000000003,0
0.52,0.86,0.98,0.56,0.14,0.75,0.08,0.0,0.10500000000000001,1
0.75,0.58,0.62,0.55,0.04,0.73,0.07,0.02,0.0292,0
0.7,0.62,0.45,0.61,0.16,0.92,0.05,0.04,0.1472,1
0.79,0.77,0.58,0.95,0.04,0.56,0.07,0.01,0.022400000000000003,0
0.77,0.98,0.51,0.65,0.12,0.71,0.08,0.06,0.0852,1
0.85,0.78,0.65,0.81,0.12,0.76,0.1,0.07,0.0912,1
0.75,0.72,0.68,0.91,0.04,0.68,0.08,0.02,0.027200000000000002,0
0.83,0.8,0.98,0.6,0.0,0.69,0.06,0.0,0.0,0
0.57,0.89,0.99,0.53,0.03,0.57,0.08,0.01,0.017099999999999997,0
0.59,0.92,0.53,0.78,0.01,0.59,0.1,0.0,0.0059,0
0.97,0.81,0.56,0.83,0.13,0.82,0.05,0.02,0.1066,1
0.92,0.67,0.69,0.58,0.06,0.61,0.1,0.02,0.0366,0
0.99,0.86,0.46,0.59,0.16,0.78,0.05,0.04,0.12480000000000001,1
0.63,0.61,0.6,0.57,0.09,0.6,0.07,0.02,0.054,0
0.89,0.55,0.4,0.85,0.06,0.87,0.08,0.01,0.052199999999999996,0
0.64,0.76,0.88,0.81,0.07,0.69,0.08,0.02,0.0483,0
0.66,0.81,0.77,0.94,0.0,0.73,0.07,0.0,0.0,0
0.67,0.59,0.43,0.55,0.05,0.65,0.07,0.0,0.0325,0
0.81,0.48,0.85,0.55,0.07,0.73,0.1,0.02,0.051100000000000007,0
0.87,0.83,0.47,0.76,0.06,0.69,0.06,0.05,0.04139999999999999,1
0.72,0.74,0.57,0.51,0.04,0.73,0.05,0.0,0.0292,0
0.95,0.54,0.91,0.58,0.12,0.8,0.08,0.05,0.096,1
0.72,0.67,0.99,0.87,0.02,0.59,0.07,0.03,0.0118,0
0.84,0.68,0.84,0.54,0.1,0.67,0.07,0.04,0.067,1
0.88,0.8,0.47,0.83,0.13,0.81,0.09,0.03,0.1053,1
0.64,0.96,0.7,0.63,0.1,0.89,0.02,0.03,0.08900000000000001,1
0.73,0.49,0.7,0.59,0.0,0.56,0.09,0.0,0.0,0
0.77,0.81,0.67,0.96,0.08,0.62,0.09,0.0,0.0496,0
0.65,0.87,0.95,0.98,0.12,0.6,0.08,0.02,0.072,0
0.65,0.63,0.87,0.56,0.04,0.7,0.05,0.02,0.027999999999999997,0
0.89,0.81,0.76,0.69,0.04,0.65,0.06,0.04,0.026000000000000002,1
0.88,0.97,0.42,0.6,0.04,0.64,0.1,0.0,0.0256,0
0.55,0.52,0.84,0.62,0.06,0.69,0.09,0.03,0.04139999999999999,0
0.51,0.51,0.54,0.66,0.03,0.67,0.06,0.0,0.0201,0
0.62,0.84,0.43,0.86,0.04,0.65,0.1,0.0,0.026000000000000002,0
0.93,0.57,0.74,0.93,0.0,0.65,0.08,0.0,0.0,0
0.96,0.81,0.98,0.85,0.17,0.84,0.08,0.06,0.1428,1
0.58,0.71,0.73,0.82,0.04,0.71,0.06,0.0,0.028399999999999998,0
0.83,0.62,0.75,0.59,0.11,0.71,0.1,0.02,0.0781,0
0.66,0.68,0.96,0.83,0.13,0.75,0.05,0.03,0.0975,1
0.76,0.85,0.45,0.94,0.25,0.77,0.09,0.1,0.1925,1
0.78,0.46,0.43,0.62,0.09,0.63,0.04,0.01,0.0567,0
0.86,0.6,0.88,0.74,0.08,0.79,0.09,0.05,0.0632,1
0.92,0.58,0.69,0.93,0.0,0.52,0.1,0.03,0.0,0
0.71,0.61,0.78,0.82,0.0,0.5,0.09,0.0,0.0,0
0.73,0.5,0.57,0.59,0.0,0.66,0.07,0.0,0.0,0
0.56,0.79,0.99,0.73,0.05,0.71,0.08,0.04,0.0355,1
0.83,0.61,0.61,0.54,0.02,0.64,0.04,0.01,0.0128,0
0.97,0.89,0.49,0.59,0.06,0.74,0.06,0.03,0.044399999999999995,0
0.61,0.82,0.88,0.88,0.14,0.57,0.1,0.07,0.0798,1
0.72,0.84,0.68,0.96,0.1,0.74,0.1,0.03,0.074,0
0.64,0.5,0.62,0.76,0.05,0.62,0.06,0.02,0.031,0
0.82,0.92,0.43,0.99,0.09,0.66,0.1,0.01,0.0594,0
0.62,0.82,0.98,0.85,0.03,0.72,0.04,0.01,0.021599999999999998,0
0.72,0.93,0.58,0.82,0.05,0.76,0.08,0.0,0.038000000000000006,1
0.87,0.65,0.65,0.77,0.0,0.53,0.1,0.0,0.0,0
0.81,0.79,0.46,0.89,0.11,0.79,0.06,0.05,0.0869,1
0.94,0.67,0.52,0.92,0.16,0.89,0.09,0.05,0.1424,1
0.99,0.56,0.42,0.52,0.14,0.74,0.07,0.07,0.10360000000000001,1
0.84,0.73,0.79,0.8,0.07,0.68,0.1,0.0,0.04760000000000001,0
0.5,0.71,0.5,0.78,0.1,0.74,0.07,0.04,0.074,1
0.96,0.5,0.55,0.93,0.1,0.61,0.08,0.0,0.061,0
0.94,0.65,0.59,0.94,0.08,0.57,0.1,0.0,0.045599999999999995,0
0.54,0.51,0.9,0.99,0.07,0.93,0.03,0.03,0.0651,1
0.62,0.87,0.62,0.93,0.0,0.58,0.1,0.0,0.0,0
0.54,0.85,0.62,0.91,0.04,0.5,0.1,0.01,0.02,0
0.81,0.6,0.71,0.7,0.03,0.67,0.06,0.03,0.0201,0
0.7,0.49,0.8,0.81,0.0,0.67,0.09,0.01,0.0,0
0.73,0.59,0.81,0.77,0.09,0.5,0.1,0.05,0.045,1
0.67,0.65,0.94,0.7,0.1,0.65,0.1,0.04,0.065,1
0.7,0.48,0.77,0.96,0.0,0.68,0.08,0.02,0.0,0
0.59,0.49,0.42,0.84,0.05,0.71,0.09,0.01,0.0355,0
0.73,0.51,0.91,0.79,0.04,0.62,0.1,0.03,0.0248,0
0.89,0.79,0.47,0.96,0.05,0.55,0.09,0.0,0.027500000000000004,0
0.96,0.8,0.77,0.66,0.0,0.71,0.06,0.0,0.0,0
0.7,0.59,0.96,0.78,0.06,0.54,0.09,0.0,0.0324,0
0.74,0.72,0.79,0.97,0.07,0.87,0.06,0.02,0.0609,1
0.72,0.46,0.53,0.51,0.04,0.7,0.08,0.02,0.027999999999999997,0
0.71,0.49,0.47,0.82,0.1,0.62,0.1,0.03,0.062,0
0.53,0.51,0.5,0.53,0.09,0.66,0.07,0.02,0.0594,0
0.83,0.66,0.81,0.98,0.0,0.55,0.07,0.0,0.0,0
0.55,0.93,0.97,0.88,0.11,0.72,0.1,0.05,0.07919999999999999,1
0.77,0.75,0.94,0.74,0.02,0.61,0.1,0.0,0.0122,0
0.8,0.76,0.81,0.54,0.06,0.74,0.07,0.0,0.044399999999999995,0
0.84,0.52,0.82,0.53,0.15,0.75,0.04,0.04,0.11249999999999999,1
0.88,0.85,0.72,0.78,0.08,0.67,0.1,0.01,0.0536,0
0.91,0.86,0.54,0.86,0.13,0.7,0.06,0.0,0.091,0
0.72,0.55,0.76,0.57,0.05,0.74,0.05,0.0,0.037,0
0.55,0.45,0.53,0.69,0.09,0.81,0.1,0.03,0.0729,0
0.65,0.91,0.94,0.9,0.07,0.56,0.1,0.0,0.039200000000000006,0
0.51,0.84,0.65,0.55,0.05,0.75,0.07,0.0,0.037500000000000006,0
0.73,0.63,0.96,0.85,0.07,0.81,0.07,0.03,0.05670000000000001,1
0.66,0.88,0.99,0.81,0.02,0.56,0.1,0.0,0.011200000000000002,0
0.94,0.82,0.91,0.54,0.06,0.64,0.08,0.03,0.0384,0
0.5,0.86,0.47,0.89,0.09,0.67,0.09,0.03,0.0603,0
0.55,0.81,0.88,0.69,0.1,0.75,0.1,0.03,0.07500000000000001,1
0.54,0.51,0.43,0.94,0.0,0.54,0.1,0.02,0.0,0
0.94,0.83,0.75,0.53,0.17,0.88,0.05,0.05,0.1496,1
0.99,0.99,0.57,0.88,0.18,0.55,0.09,0.06,0.099,1
0.78,0.69,0.66,0.71,0.02,0.61,0.07,0.0,0.0122,0
0.61,0.98,0.98,0.82,0.05,0.63,0.09,0.02,0.0315,0
0.88,0.66,0.58,0.8,0.07,0.61,0.05,0.0,0.0427,0
0.96,0.71,0.42,0.9,0.14,0.79,0.07,0.05,0.11060000000000002,1
0.52,0.85,0.48,0.78,0.09,0.7,0.06,0.0,0.063,0
0.97,0.91,0.78,0.54,0.07,0.69,0.06,0.06,0.0483,1
0.5,0.82,0.41,0.59,0.0,0.64,0.08,0.0,0.0,0
0.76,0.92,0.48,0.6,0.0,0.78,0.06,0.0,0.0,0
0.97,0.83,0.95,0.99,0.1,0.93,0.04,0.05,0.09300000000000001,1
0.73,0.59,0.45,0.86,0.15,0.66,0.04,0.07,0.099,1
0.93,0.99,0.77,0.71,0.09,0.58,0.08,0.04,0.052199999999999996,1
0.68,0.46,0.67,0.73,0.07,0.64,0.1,0.03,0.044800000000000006,0
0.57,0.52,0.87,0.7,0.06,0.57,0.1,0.02,0.034199999999999994,0
0.93,0.88,0.73,0.85,0.0,0.64,0.08,0.0,0.0,0
0.96,0.87,0.68,0.65,0.17,0.76,0.07,0.06,0.1292,1
0.51,0.5,0.87,0.51,0.01,0.68,0.05,0.0,0.0068000000000000005,0
0.79,0.64,0.42,0.64,0.03,0.62,0.09,0.01,0.0186,0
0.79,0.71,0.93,0.9,0.09,0.75,0.08,0.02,0.0675,1
0.98,0.89,0.55,0.98,0.05,0.73,0.1,0.0,0.0365,0
0.88,0.67,0.83,0.75,0.01,0.53,0.07,0.0,0.0053,0
0.94,0.92,0.74,0.79,0.14,0.56,0.1,0.04,0.07840000000000001,1
0.81,0.84,0.5,0.51,0.08,0.67,0.1,0.04,0.0536,1
0.5,0.61,0.82,0.78,0.1,0.65,0.03,0.04,0.065,1
0.87,0.57,0.62,0.55,0.05,0.68,0.05,0.0,0.034,0
0.62,0.48,0.69,0.5,0.03,0.67,0.05,0.0,0.0201,0
0.6,0.64,0.87,0.89,0.07,0.61,0.1,0.02,0.0427,0
0.59,0.86,0.44,0.6,0.09,0.75,0.07,0.03,0.0675,0
0.97,0.69,0.91,0.72,0.05,0.71,0.07,0.0,0.0355,0
0.75,0.66,0.47,0.75,0.03,0.52,0.1,0.0,0.0156,0
0.69,0.96,0.82,0.8,0.12,0.61,0.07,0.02,0.0732,0
0.66,0.92,0.82,0.64,0.09,0.75,0.07,0.06,0.0675,1
0.66,0.61,0.89,0.58,0.07,0.59,0.06,0.04,0.0413,1
0.53,0.84,0.9,0.83,0.0,0.74,0.09,0.0,0.0,0
0.54,0.55,0.49,0.88,0.06,0.63,0.09,0.03,0.0378,0
0.72,0.69,0.67,0.66,0.08,0.76,0.08,0.04,0.0608,1
0.95,0.49,0.75,0.84,0.05,0.58,0.1,0.01,0.028999999999999998,0
0.59,0.65,0.99,0.85,0.09,0.63,0.09,0.05,0.0567,1
0.95,0.7,0.49,0.52,0.04,0.5,0.08,0.0,0.02,0
0.77,0.6,0.53,0.89,0.08,0.64,0.1,0.02,0.0512,0
0.82,0.84,0.77,0.6,0.0,0.52,0.1,0.02,0.0,0
0.92,0.65,0.76,0.77,0.12,0.57,0.09,0.03,0.06839999999999999,0
0.75,0.92,0.86,0.97,0.04,0.63,0.08,0.04,0.0252,1
0.99,0.76,0.44,0.77,0.1,0.84,0.09,0.05,0.084,1
0.97,0.48,0.94,0.95,0.13,0.66,0.09,0.05,0.0858,1
0.78,0.82,0.95,0.68,0.12,0.7,0.09,0.04,0.08399999999999999,1
0.76,0.97,0.45,0.51,0.1,0.86,0.07,0.04,0.08600000000000001,1
0.67,0.52,0.69,0.81,0.1,0.74,0.07,0.0,0.074,0
0.89,0.53,0.58,0.93,0.14,0.69,0.05,0.03,0.0966,0
0.59,0.89,0.91,0.6,0.08,0.56,0.06,0.05,0.044800000000000006,1
0.91,0.61,0.88,0.65,0.12,0.67,0.06,0.01,0.0804,0
0.54,0.85,0.53,0.6,0.01,0.52,0.1,0.0,0.005200000000000001,0
0.59,0.57,0.5,0.52,0.02,0.55,0.1,0.0,0.011000000000000001,0
0.99,0.53,0.85,0.91,0.15,0.71,0.09,0.07,0.1065,1
0.7,0.5,0.44,0.78,0.04,0.58,0.07,0.01,0.0232,0
0.73,0.71,0.84,0.54,0.04,0.5,0.1,0.0,0.02,0
0.87,0.86,0.7,0.77,0.07,0.66,0.1,0.03,0.046200000000000005,0
0.52,0.81,0.83,0.8,0.03,0.57,0.06,0.02,0.017099999999999997,0
0.89,0.83,0.97,0.62,0.07,0.61,0.08,0.01,0.0427,0
0.8,0.87,0.71,0.74,0.03,0.63,0.06,0.01,0.0189,0
0.9,0.68,0.63,0.55,0.05,0.59,0.08,0.02,0.0295,0
0.86,0.53,0.9,0.52,0.07,0.69,0.06,0.01,0.0483,0
0.51,0.86,0.49,0.71,0.14,0.73,0.03,0.07,0.10220000000000001,1
0.51,0.55,0.52,0.9,0.05,0.63,0.1,0.0,0.0315,0
0.88,0.79,0.86,0.88,0.0,0.57,0.09,0.0,0.0,0
0.98,0.73,0.91,0.81,0.13,0.64,0.08,0.02,0.08320000000000001,0
0.91,0.52,0.52,0.79,0.11,0.76,0.08,0.02,0.08360000000000001,0
0.93,0.61,0.75,0.56,0.03,0.72,0.01,0.01,0.021599999999999998,0
0.83,0.51,0.61,0.74,0.1,0.64,0.07,0.0,0.064,0
0.91,0.56,0.48,0.51,0.06,0.7,0.07,0.0,0.041999999999999996,0
0.69,0.92,0.97,0.57,0.15,0.68,0.1,0.03,0.10200000000000001,0
0.82,0.59,0.58,0.99,0.18,0.65,0.08,0.07,0.11699999999999999,1
0.53,0.97,0.91,0.82,0.09,0.6,0.1,0.05,0.054,1
0.94,0.73,0.93,0.77,0.12,0.6,0.1,0.05,0.072,1
0.93,0.89,0.93,0.59,0.17,0.9,0.03,0.06,0.15300000000000002,1
0.6,0.94,0.46,0.87,0.12,0.67,0.07,0.06,0.0804,1
0.91,0.94,0.54,0.67,0.11,0.7,0.08,0.03,0.077,0
0.96,0.68,0.56,0.62,0.07,0.75,0.05,0.01,0.052500000000000005,1
0.54,0.81,0.85,0.7,0.01,0.51,0.08,0.0,0.0051,0
0.74,0.58,0.53,0.82,0.05,0.57,0.09,0.02,0.028499999999999998,0
0.98,0.55,0.8,0.72,0.06,0.58,0.08,0.0,0.0348,0
0.86,0.79,0.87,0.5,0.08,0.58,0.07,0.03,0.0464,0
0.83,0.61,0.41,0.93,0.0,0.63,0.07,0.0,0.0,0
0.58,0.99,0.53,0.89,0.06,0.81,0.07,0.02,0.048600000000000004,1
0.55,0.71,0.43,0.7,0.05,0.75,0.07,0.0,0.037500000000000006,0
0.67,0.88,0.42,0.54,0.0,0.5,0.07,0.0,0.0,0
0.63,0.47,0.42,0.84,0.07,0.72,0.1,0.01,0.0504,0
0.68,0.99,0.5,0.67,0.12,0.85,0.1,0.04,0.102,1
0.63,0.46,0.44,0.87,0.05,0.56,0.1,0.04,0.028000000000000004,1
0.89,0.48,0.87,0.85,0.0,0.5,0.1,0.0,0.0,0
0.66,0.62,0.94,0.96,0.05,0.75,0.06,0.01,0.037500000000000006,1
0.84,0.64,0.68,0.78,0.11,0.7,0.07,0.02,0.077,0
0.78,0.65,0.67,0.75,0.1,0.73,0.07,0.03,0.073,0
0.91,0.58,0.62,0.85,0.07,0.67,0.08,0.02,0.046900000000000004,0
0.66,0.52,0.69,0.87,0.07,0.74,0.08,0.01,0.051800000000000006,0
0.92,0.46,0.62,0.99,0.03,0.66,0.09,0.01,0.0198,0
0.57,0.7,0.9,0.67,0.1,0.7,0.1,0.01,0.06999999999999999,0
0.5,0.63,0.8,0.78,0.03,0.68,0.09,0.03,0.0204,0
0.94,0.86,0.61,0.8,0.05,0.72,0.06,0.0,0.036,0
0.85,0.72,0.82,0.91,0.12,0.74,0.05,0.04,0.08879999999999999,1
0.56,0.73,0.51,0.62,0.07,0.61,0.09,0.03,0.0427,0
0.95,0.49,0.66,0.99,0.07,0.68,0.07,0.07,0.04760000000000001,1
0.54,0.87,0.97,0.79,0.09,0.73,0.1,0.0,0.0657,0
0.73,0.72,0.98,0.56,0.06,0.68,0.09,0.03,0.0408,0
0.77,0.85,0.79,0.89,0.03,0.7,0.06,0.01,0.020999999999999998,0
0.92,0.92,0.85,0.55,0.08,0.74,0.07,0.01,0.0592,0
0.66,0.7,0.88,0.51,0.0,0.62,0.07,0.01,0.0,0
0.86,0.49,0.91,0.57,0.12,0.69,0.1,0.03,0.08279999999999998,0
0.69,0.59,0.54,0.59,0.0,0.64,0.07,0.0,0.0,0
0.52,0.9,0.86,0.98,0.16,0.57,0.06,0.03,0.09119999999999999,0
0.86,0.53,0.62,0.93,0.03,0.78,0.06,0.0,0.0234,0
0.75,0.76,0.83,0.92,0.1,0.91,0.03,0.02,0.09100000000000001,1
0.64,0.96,0.8,0.98,0.17,0.79,0.04,0.1,0.1343,1
0.97,0.7,0.83,0.97,0.09,0.69,0.09,0.04,0.062099999999999995,1
0.57,0.81,0.58,0.71,0.05,0.68,0.08,0.02,0.034,0
0.62,0.59,0.83,0.59,0.06,0.75,0.1,0.03,0.045,0
0.97,0.85,0.5,0.84,0.04,0.77,0.1,0.02,0.0308,0
0.52,0.48,0.99,0.68,0.0,0.69,0.08,0.0,0.0,0
0.5,0.97,0.77,0.53,0.1,0.86,0.08,0.03,0.08600000000000001,0
0.58,0.97,0.79,0.68,0.0,0.68,0.07,0.0,0.0,0
0.8,0.8,0.82,0.9,0.01,0.82,0.08,0.0,0.008199999999999999,0
0.9,0.64,0.42,0.69,0.07,0.74,0.07,0.07,0.051800000000000006,1
0.75,0.71,0.55,0.98,0.04,0.62,0.08,0.0,0.0248,0
0.66,0.65,0.71,0.53,0.09,0.52,0.08,0.0,0.0468,0
0.83,0.66,0.77,0.98,0.15,0.74,0.07,0.07,0.111,1
0.58,0.51,0.48,0.75,0.04,0.66,0.08,0.03,0.026400000000000003,0
0.62,0.91,0.8,0.52,0.04,0.7,0.1,0.02,0.027999999999999997,0
0.54,0.98,0.77,0.79,0.16,0.73,0.07,0.06,0.1168,1
0.9,0.75,0.44,0.85,0.11,0.71,0.05,0.04,0.0781,1
0.62,0.61,0.4,0.9,0.1,0.51,0.1,0.03,0.051000000000000004,0
0.5,0.94,0.74,0.55,0.11,0.85,0.06,0.03,0.0935,0
0.74,0.51,0.74,0.88,0.05,0.78,0.09,0.01,0.03900000000000001,1
0.96,0.63,0.51,0.76,0.06,0.74,0.03,0.01,0.044399999999999995,0
0.53,0.72,0.75,0.65,0.01,0.66,0.05,0.0,0.006600000000000001,0
0.85,0.54,0.6,0.96,0.1,0.74,0.02,0.07,0.074,1
0.59,0.71,0.87,0.65,0.08,0.69,0.06,0.03,0.0552,0
0.77,0.57,0.82,0.95,0.09,0.84,0.08,0.01,0.0756,1
0.55,0.46,0.47,0.85,0.0,0.55,0.09,0.0,0.0,0
0.76,0.66,0.66,0.83,0.11,0.54,0.09,0.08,0.0594,1
0.61,0.64,0.48,0.88,0.03,0.67,0.1,0.0,0.0201,0
0.97,0.87,0.67,0.73,0.0,0.7,0.08,0.0,0.0,0
0.52,0.49,0.69,0.88,0.0,0.61,0.08,0.0,0.0,0
0.95,0.5,0.53,0.55,0.04,0.76,0.04,0.0,0.0304,0
0.82,0.79,0.62,0.69,0.04,0.81,0.08,0.01,0.032400000000000005,0
0.59,0.45,0.68,0.58,0.05,0.68,0.1,0.03,0.034,0
0.8,0.79,0.65,0.98,0.1,0.9,0.02,0.01,0.09000000000000001,1
0.64,0.47,0.61,0.7,0.04,0.5,0.1,0.04,0.02,1
0.56,0.98,0.54,0.6,0.05,0.56,0.08,0.02,0.028000000000000004,0
0.85,0.8,0.9,0.97,0.08,0.78,0.04,0.01,0.062400000000000004,1
0.63,0.51,0.48,0.79,0.06,0.73,0.06,0.01,0.0438,0
0.97,0.73,0.65,0.5,0.14,0.69,0.06,0.09,0.0966,1
0.63,0.59,0.56,0.76,0.03,0.62,0.07,0.0,0.0186,0
0.52,0.55,0.48,0.97,0.04,0.87,0.05,0.02,0.0348,0
0.98,0.62,0.42,0.98,0.16,0.89,0.06,0.08,0.1424,1
0.95,0.88,0.96,0.55,0.03,0.5,0.08,0.01,0.015,0
0.99,0.48,0.55,0.92,0.05,0.62,0.1,0.04,0.031,1
0.52,0.68,0.52,0.56,0.01,0.61,0.07,0.0,0.0061,0
0.71,0.55,0.65,0.97,0.0,0.7,0.07,0.0,0.0,0
0.68,0.5,0.56,0.71,0.07,0.72,0.1,0.01,0.0504,0
0.84,0.95,0.71,0.83,0.15,0.87,0.05,0.05,0.1305,1
0.61,0.62,0.63,0.69,0.16,0.8,0.04,0.04,0.128,1
0.54,0.59,0.93,0.94,0.05,0.68,0.05,0.04,0.034,1
0.59,0.47,0.96,0.94,0.07,0.74,0.04,0.01,0.051800000000000006,0
0.9,0.61,0.75,0.64,0.1,0.65,0.06,0.04,0.065,1
0.82,0.77,0.99,0.96,0.06,0.71,0.05,0.03,0.0426,0
0.62,0.78,0.92,0.58,0.13,0.9,0.08,0.04,0.117,1
0.84,0.74,0.61,0.67,0.07,0.5,0.03,0.0,0.035,0
0.81,0.63,0.99,0.95,0.12,0.77,0.05,0.05,0.0924,1
0.6,0.53,0.48,0.95,0.03,0.5,0.1,0.0,0.015,0
0.97,0.84,0.61,0.85,0.03,0.71,0.06,0.02,0.0213,0
0.87,0.88,0.8,0.95,0.03,0.65,0.08,0.02,0.0195,0
0.73,0.75,0.89,0.91,0.0,0.69,0.09,0.0,0.0,0
0.84,0.71,0.85,0.79,0.14,0.66,0.03,0.0,0.09240000000000001,0
0.68,0.91,0.59,0.6,0.14,0.7,0.1,0.01,0.098,0
0.55,0.69,0.42,0.82,0.02,0.73,0.02,0.03,0.0146,0
0.89,0.99,0.75,0.95,0.04,0.77,0.03,0.0,0.0308,0
0.94,0.51,0.72,0.89,0.03,0.53,0.08,0.02,0.0159,0
0.93,0.97,0.57,0.55,0.1,0.66,0.08,0.02,0.066,0
0.91,0.92,0.75,0.92,0.04,0.54,0.1,0.02,0.0216,0
0.84,0.51,0.49,0.95,0.09,0.78,0.09,0.03,0.0702,0
0.53,0.64,0.75,0.88,0.04,0.68,0.06,0.0,0.027200000000000002,0
0.82,0.97,0.6,0.71,0.14,0.81,0.08,0.05,0.11340000000000001,1
0.62,0.88,0.64,0.88,0.1,0.71,0.1,0.05,0.071,1
0.85,0.93,0.88,0.68,0.03,0.5,0.1,0.0,0.015,0
0.92,0.87,0.79,0.71,0.02,0.55,0.1,0.0,0.011000000000000001,0
0.68,0.8,0.9,0.8,0.08,0.66,0.07,0.01,0.05280000000000001,0
0.92,0.63,0.48,0.91,0.06,0.53,0.09,0.03,0.0318,0
0.61,0.46,0.87,0.74,0.11,0.5,0.1,0.05,0.055,1
0.6,0.78,0.66,0.9,0.08,0.78,0.07,0.01,0.062400000000000004,1
0.55,0.61,0.95,0.99,0.03,0.55,0.08,0.01,0.0165,0
0.61,0.68,0.95,0.98,0.14,0.79,0.06,0.06,0.11060000000000002,1
0.76,0.53,0.96,0.79,0.04,0.78,0.09,0.0,0.031200000000000002,0
0.9,0.98,0.54,0.94,0.02,0.57,0.09,0.0,0.011399999999999999,0
0.74,0.45,0.91,0.53,0.04,0.63,0.1,0.01,0.0252,0
0.91,0.86,0.71,0.75,0.04,0.71,0.06,0.0,0.028399999999999998,0
0.52,0.72,0.87,0.56,0.11,0.68,0.05,0.04,0.0748,1
0.52,0.99,0.99,0.89,0.01,0.63,0.1,0.0,0.0063,0
0.69,0.59,0.92,0.97,0.1,0.78,0.07,0.05,0.07800000000000001,1
0.77,0.65,0.83,0.61,0.05,0.5,0.08,0.04,0.025,1
0.72,0.59,0.94,0.5,0.0,0.78,0.09,0.0,0.0,0
0.97,0.67,0.89,0.55,0.1,0.74,0.09,0.03,0.074,0
