test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Passed the class
67,52,91,62,15,93,4,5,Yes
69,67,95,64,4,50,10,5,Yes
77,48,75,62,0,63,10,0,No
62,81,70,96,5,80,5,3,Yes
54,51,70,51,2,70,8,0,No
79,50,63,69,1,64,6,5,Yes
50,89,85,77,4,55,7,0,No
71,95,60,67,9,66,6,3,No
67,86,71,56,5,66,6,2,No
95,59,88,70,11,69,8,3,No
54,79,69,90,6,74,6,3,No
80,94,96,88,8,87,9,2,Yes
55,76,47,58,5,67,6,0,No
76,58,72,93,0,66,8,0,No
74,79,99,59,1,61,10,0,No
78,55,90,80,7,61,8,0,No
77,54,90,91,2,67,8,1,No
65,61,92,62,9,56,10,2,No
61,57,78,54,4,69,8,2,No
69,78,40,89,3,52,7,1,No
67,89,72,91,9,77,8,1,Yes
83,95,81,87,9,57,10,1,No
72,49,52,92,0,67,6,2,No
94,92,61,85,0,76,10,1,No
76,54,44,51,9,65,9,3,No
98,76,51,55,4,58,8,0,No
66,56,99,62,6,65,9,1,No
97,96,68,78,10,76,4,6,Yes
70,57,42,93,12,56,7,7,Yes
99,65,90,63,16,72,8,7,Yes
89,92,75,79,3,76,7,3,No
80,98,86,74,8,69,8,6,Yes
52,97,84,89,6,60,10,2,No
66,77,50,84,14,70,9,4,Yes
99,98,65,86,2,70,7,0,No
75,85,41,56,15,86,4,5,Yes
72,92,68,99,11,76,7,2,Yes
55,95,80,87,4,71,5,0,No
77,91,68,67,12,60,8,2,No
57,94,83,57,5,62,10,3,No
94,98,75,56,1,67,5,0,No
57,76,97,83,7,71,8,3,No
68,56,58,85,4,65,9,3,No
87,90,49,90,6,54,7,0,No
78,79,50,97,3,65,9,3,No
72,80,46,59,10,50,10,3,No
96,82,52,89,8,67,7,0,No
81,92,80,78,6,63,10,0,No
59,72,83,65,3,51,10,0,No
76,57,41,74,4,63,10,7,Yes
98,56,69,78,4,52,10,1,No
50,66,61,57,3,60,8,1,No
88,88,92,69,12,56,10,2,No
78,46,40,85,4,79,8,4,Yes
94,73,66,76,9,50,10,2,No
52,57,46,62,3,67,7,0,No
96,79,40,75,0,50,10,0,No
86,57,97,91,8,67,8,5,Yes
80,78,64,74,4,70,7,0,No
60,63,87,77,9,69,7,4,Yes
71,53,43,58,14,72,3,2,No
67,96,69,75,4,54,9,0,No
84,75,47,61,12,66,10,4,Yes
55,77,88,75,4,69,9,0,No
52,71,60,96,4,57,8,2,No
54,89,90,71,9,85,7,1,Yes
58,46,43,50,0,65,6,2,No
77,59,99,61,0,83,6,2,No
68,63,43,73,6,54,8,1,No
77,75,47,79,0,50,8,2,No
76,60,81,63,12,70,10,2,No
62,87,65,72,14,63,10,3,No
87,59,68,51,9,73,6,3,No
92,50,55,52,6,69,8,3,No
70,58,58,55,11,82,1,1,No
76,71,40,68,5,69,10,1,No
95,82,76,70,6,51,10,1,No
55,63,73,94,5,65,8,2,No
87,81,68,69,4,74,10,5,Yes
98,87,66,70,15,86,8,4,Yes
60,48,87,89,11,71,10,2,No
96,70,84,53,3,61,5,0,No
90,53,69,74,3,80,7,0,No
66,85,45,56,5,62,8,4,Yes
88,93,75,56,15,84,4,7,Yes
56,84,96,82,5,78,9,2,Yes
79,59,78,75,7,80,7,2,Yes
70,85,41,66,2,72,9,0,No
50,81,94,57,14,81,7,7,Yes
74,48,81,75,0,59,8,0,No
81,70,53,64,5,73,6,2,No
57,96,47,69,0,57,9,1,No
54,62,42,68,11,81,6,4,Yes
79,85,74,56,8,55,4,3,No
57,97,66,94,16,76,5,4,Yes
98,79,73,50,3,56,7,3,No
68,98,67,88,13,56,10,4,Yes
93,85,70,86,10,62,7,0,No
79,85,56,67,4,50,9,0,No
64,73,58,57,3,58,8,1,No
85,97,81,64,11,73,7,3,No
93,68,83,99,7,77,4,3,Yes
76,48,98,55,2,57,7,0,No
62,65,94,86,15,56,10,3,No
63,83,50,71,7,64,10,0,No
86,51,48,60,4,74,6,0,No
97,67,69,75,2,50,7,0,No
79,84,96,57,5,57,7,3,No
88,65,84,58,0,58,9,0,No
96,45,45,62,7,50,10,0,No
62,85,53,52,11,63,7,3,No
65,69,70,52,13,87,8,1,No
93,75,93,56,6,73,7,2,No
56,99,50,52,10,58,8,3,No
97,88,44,60,7,75,4,0,Yes
76,82,70,95,0,63,8,0,No
94,89,41,77,0,78,6,2,No
84,49,78,91,6,67,7,4,Yes
64,97,56,80,0,51,10,2,No
77,75,77,58,6,53,9,3,No
84,95,85,76,6,69,7,0,No
56,45,75,61,0,59,10,0,No
99,98,42,57,0,64,10,0,No
95,74,82,93,4,57,9,0,No
99,62,68,90,15,82,6,5,Yes
95,52,72,71,8,80,5,6,Yes
69,70,53,67,3,65,10,3,No
81,84,77,79,4,74,7,0,No
87,59,68,98,8,71,5,4,Yes
89,63,62,60,7,69,8,1,No
81,54,98,51,10,65,9,4,Yes
75,68,56,78,15,87,9,7,Yes
88,60,98,75,12,66,4,4,Yes
69,87,88,63,13,75,6,6,Yes
67,75,94,77,6,56,8,0,No
99,88,50,84,0,68,4,0,No
64,60,67,55,0,58,10,0,No
71,60,93,85,8,73,7,3,No
71,72,46,61,4,51,8,0,No
70,64,84,83,14,64,7,2,No
51,79,79,55,13,65,10,2,No
89,53,47,86,7,70,1,3,No
92,84,80,86,6,67,10,0,No
67,54,68,57,1,58,8,0,No
72,89,64,86,15,68,4,7,Yes
62,62,46,89,6,53,9,0,No
90,89,96,82,5,71,9,2,No
58,89,61,90,6,56,9,1,No
98,59,48,95,6,70,8,7,Yes
56,89,50,80,16,61,10,6,Yes
90,74,73,83,9,70,10,5,Yes
50,92,66,60,7,79,10,3,No
51,76,89,85,0,64,9,0,No
53,84,61,53,9,70,5,0,No
63,71,42,66,6,76,10,3,No
81,71,89,65,10,64,10,2,No
85,63,87,79,7,60,7,1,No
51,54,79,88,3,66,8,3,No
89,88,94,93,9,65,7,3,No
99,90,47,98,5,58,10,5,Yes
63,50,45,54,6,53,6,6,Yes
69,97,96,89,14,63,6,4,Yes
74,68,64,86,11,80,6,1,Yes
91,53,41,92,5,73,8,2,No
98,71,55,75,7,93,5,0,Yes
57,51,97,77,8,79,6,6,Yes
77,50,92,68,8,72,9,5,Yes
95,98,80,70,9,78,9,2,Yes
70,77,90,77,4,53,10,3,No
72,65,60,68,2,67,10,2,No
81,90,54,85,4,63,4,0,No
57,82,95,60,6,89,5,2,Yes
80,88,73,68,10,82,2,4,Yes
86,61,86,54,0,69,8,0,No
65,75,93,51,10,61,9,2,No
89,81,82,74,3,97,3,0,No
91,55,59,75,3,61,7,0,No
76,72,83,79,6,60,5,0,No
89,49,70,66,8,77,8,3,No
90,56,54,70,14,59,6,4,Yes
67,47,87,69,3,54,10,4,Yes
84,85,67,67,13,65,7,4,Yes
98,82,45,96,6,69,8,2,No
64,98,42,65,14,77,9,3,No
76,46,77,77,5,59,8,0,No
66,70,62,61,0,57,9,0,No
89,46,97,89,3,50,10,0,No
51,98,42,55,7,65,6,4,Yes
98,56,92,73,6,67,7,0,No
99,84,84,99,4,75,8,0,No
80,46,83,92,0,60,8,0,No
86,85,47,55,12,79,3,8,Yes
90,60,41,66,0,57,7,2,No
90,74,46,91,10,91,9,4,Yes
83,91,56,68,3,64,8,0,No
83,90,46,96,18,79,7,6,Yes
52,96,72,97,0,51,10,0,No
66,80,75,77,0,69,10,0,No
63,48,86,78,3,67,5,2,No
63,55,43,98,10,82,6,4,Yes
95,97,83,56,20,75,6,6,Yes
87,68,55,68,12,74,8,3,No
84,62,60,57,8,83,4,0,No
50,71,57,57,1,81,8,0,No
97,81,85,54,5,77,6,1,Yes
78,46,85,92,2,69,8,0,No
53,59,67,83,3,52,10,0,No
82,55,82,99,5,62,7,1,No
66,71,99,70,7,50,10,0,No
77,93,55,53,5,71,10,0,No
99,92,86,93,10,69,10,4,Yes
75,91,61,85,10,77,10,0,Yes
57,67,45,54,0,58,9,3,No
83,79,69,98,1,53,10,0,No
67,96,95,72,13,68,7,5,Yes
80,74,84,68,8,83,7,6,Yes
76,91,97,91,7,80,9,2,Yes
65,68,67,95,0,60,6,0,No
59,63,56,64,9,85,5,2,No
89,73,75,63,8,79,7,4,Yes
61,57,51,97,13,68,10,5,Yes
71,92,89,57,9,62,9,0,No
65,67,98,58,5,56,6,0,No
61,56,79,89,2,60,7,0,No
60,93,51,60,15,83,4,7,Yes
69,92,75,93,13,68,8,2,No
50,85,79,95,7,58,8,2,No
76,73,68,67,12,88,3,1,Yes
52,50,41,81,6,71,7,0,No
61,95,68,93,0,60,9,0,No
79,67,69,85,12,50,9,6,Yes
58,75,75,94,10,78,9,0,Yes
86,89,83,70,3,51,9,0,No
50,65,64,76,8,70,10,0,No
91,68,60,97,3,71,10,0,No
98,52,61,91,5,76,6,3,Yes
53,88,49,70,7,58,9,2,No
64,53,70,60,6,77,7,2,No
76,66,86,93,6,67,10,2,No
57,48,99,99,0,64,6,0,No
72,57,48,83,6,54,6,1,No
64,78,80,54,15,59,10,4,Yes
76,47,78,77,7,86,8,2,No
80,81,98,59,7,84,4,3,Yes
88,72,73,97,11,52,8,2,No
96,70,78,61,9,77,5,4,Yes
57,94,80,90,5,60,10,4,Yes
79,97,89,52,13,83,10,4,Yes
91,90,62,50,10,55,10,6,Yes
67,78,51,86,9,67,8,0,No
53,59,46,89,4,69,4,3,No
96,52,71,98,6,50,7,2,No
92,92,58,50,13,59,8,3,No
71,79,61,62,4,61,9,0,No
52,68,95,87,17,64,10,6,Yes
64,96,55,64,5,64,10,0,No
84,96,97,56,5,63,10,4,Yes
96,99,47,79,14,79,4,2,Yes
87,81,69,73,8,74,4,0,No
82,48,90,57,9,64,8,5,Yes
63,99,45,52,15,84,6,6,Yes
97,56,41,64,9,57,7,9,Yes
50,63,73,85,7,57,7,0,No
98,59,68,90,5,50,10,0,No
75,74,79,92,3,61,9,0,No
57,89,98,63,0,74,9,0,No
99,81,81,76,5,65,8,1,No
65,56,92,79,3,53,6,4,Yes
87,63,92,90,3,50,8,0,No
59,78,82,93,5,50,8,2,No
91,51,91,86,4,59,9,2,No
86,72,98,55,12,68,5,3,No
75,99,97,68,2,68,9,2,No
77,72,59,86,12,85,2,4,Yes
61,73,95,50,10,74,3,4,Yes
69,81,42,74,2,56,9,0,No
98,64,98,59,1,67,6,0,No
63,55,87,95,8,73,6,2,No
95,94,74,75,12,83,9,8,Yes
84,94,47,72,4,55,6,1,No
78,83,90,66,1,66,10,0,No
61,86,51,79,5,71,8,5,Yes
67,67,89,76,0,58,8,0,No
93,96,84,60,12,58,8,4,Yes
51,90,82,53,3,63,9,0,No
51,64,71,67,6,58,10,0,No
66,64,68,68,15,84,5,5,Yes
59,55,84,85,3,62,9,3,No
67,46,60,93,9,69,7,2,No
71,57,98,95,5,61,10,2,No
68,57,42,99,4,61,6,0,No
50,85,77,75,14,91,5,6,Yes
73,93,66,50,5,71,3,3,No
85,59,94,69,9,55,10,6,Yes
74,98,42,60,10,70,8,4,Yes
85,75,96,74,10,56,7,4,Yes
80,67,97,68,10,87,8,3,Yes
80,97,40,81,11,84,4,8,Yes
51,66,85,50,3,80,8,1,No
68,98,94,50,6,50,10,1,No
61,60,59,52,7,56,9,4,Yes
59,86,46,95,0,52,9,1,No
80,73,96,89,9,59,9,1,No
94,64,80,81,5,55,10,3,No
71,72,40,96,12,63,9,2,No
72,71,49,85,0,57,7,1,No
72,88,84,92,10,74,6,1,No
64,73,51,57,8,74,9,2,No
75,49,43,79,6,76,8,3,No
52,96,46,88,13,76,7,4,Yes
72,93,49,83,8,71,6,0,No
69,86,61,57,9,82,2,0,No
94,82,64,74,2,70,6,0,No
89,97,68,75,9,72,7,4,Yes
88,96,78,76,7,50,10,4,Yes
57,82,54,68,5,80,4,4,Yes
67,88,58,72,0,50,9,0,No
90,97,78,90,17,69,6,6,Yes
55,95,97,65,2,50,10,0,No
76,46,85,57,4,83,8,0,No
85,89,92,79,1,55,9,0,No
64,98,85,57,0,61,10,0,No
86,64,57,60,0,50,10,0,No
54,87,81,56,14,76,6,4,Yes
88,91,42,70,0,71,10,2,No
58,57,45,83,2,53,9,0,No
56,70,61,70,4,64,6,5,Yes
90,79,94,54,4,67,7,0,No
69,90,93,99,3,51,9,0,No
59,52,80,92,3,71,10,0,No
75,72,85,66,1,52,8,1,No
53,85,92,70,11,72,7,3,No
87,59,70,55,15,74,8,2,No
73,99,60,94,14,86,3,0,Yes
63,94,95,56,0,62,7,1,No
90,52,47,60,0,50,10,0,No
50,55,40,67,0,61,7,0,No
66,73,42,87,9,70,10,4,Yes
94,49,68,61,4,68,4,2,No
73,91,93,71,20,74,8,4,Yes
76,91,45,52,8,53,6,1,No
56,51,72,68,10,54,10,5,Yes
58,97,57,92,13,71,7,4,Yes
92,62,81,72,2,78,9,2,No
84,72,94,83,3,62,9,0,No
61,56,88,52,13,72,9,3,No
70,56,97,72,0,62,9,0,No
52,80,92,98,5,74,8,0,No
64,73,40,54,10,66,10,2,No
70,55,61,78,8,76,7,6,Yes
59,97,70,83,5,75,6,1,Yes
82,50,62,93,4,71,7,0,No
95,65,47,54,1,72,4,0,No
55,54,68,78,0,79,5,0,No
51,76,83,94,14,73,5,5,Yes
78,91,90,73,9,64,7,3,No
89,77,85,88,5,51,7,0,No
82,61,58,70,10,73,10,7,Yes
53,47,98,81,2,61,10,1,No
53,87,88,92,1,69,7,0,No
78,62,99,54,4,62,6,2,No
86,54,55,67,0,50,9,0,No
69,97,58,87,16,75,9,3,Yes
90,85,76,84,11,53,7,6,Yes
72,83,61,87,10,69,8,1,No
94,87,58,65,6,59,7,0,No
67,52,43,84,5,77,8,0,No
98,78,44,99,6,79,9,0,Yes
74,81,44,73,0,60,10,2,No
50,85,64,85,11,52,7,2,No
64,77,63,54,11,60,7,6,Yes
83,93,40,58,10,70,9,4,Yes
97,54,89,53,7,58,8,0,No
69,84,67,82,3,60,10,0,No
86,62,86,76,9,86,5,1,Yes
76,69,60,71,2,57,6,4,Yes
71,86,99,60,3,63,6,2,No
54,85,58,54,2,65,8,0,No
83,80,62,59,4,54,9,0,No
88,46,53,52,2,55,10,1,No
52,63,98,64,9,66,7,1,No
66,54,45,95,0,61,6,3,No
73,93,71,86,8,77,8,3,Yes
73,47,89,89,9,58,8,4,Yes
52,97,71,66,13,73,4,6,Yes
94,63,47,69,9,50,10,2,No
56,95,76,53,0,59,7,4,Yes
74,70,61,83,6,69,4,2,No
52,98,47,83,11,73,8,4,Yes
64,95,77,80,3,83,5,1,No
78,95,49,83,15,68,10,4,Yes
99,91,42,52,16,72,7,3,No
78,69,52,77,9,67,7,4,Yes
59,94,78,90,12,77,10,4,Yes
81,61,69,86,13,91,6,3,Yes
72,54,43,78,6,77,6,1,No
88,90,84,64,13,68,8,4,Yes
58,95,45,85,1,50,10,1,No
86,99,55,84,12,81,10,5,Yes
89,94,61,90,11,73,6,7,Yes
63,55,66,59,18,85,7,5,Yes
53,55,60,66,3,50,9,0,No
69,56,68,79,12,65,10,4,Yes
77,84,40,57,12,63,9,5,Yes
63,92,69,72,7,74,6,3,No
93,52,63,68,0,50,9,0,No
83,68,52,86,5,51,10,2,No
62,58,69,92,5,68,6,0,No
80,67,65,85,12,52,10,5,Yes
82,94,73,53,10,73,5,2,No
88,97,59,75,9,63,10,2,No
77,98,99,96,12,50,10,4,Yes
74,80,90,89,11,82,3,3,Yes
81,61,45,76,11,51,10,4,Yes
58,89,82,62,3,69,7,0,No
77,49,88,93,11,81,6,2,Yes
80,47,48,83,12,75,7,3,No
66,53,76,82,19,89,6,8,Yes
72,64,76,95,9,54,6,1,No
62,94,55,75,13,65,4,8,Yes
59,64,43,69,8,80,9,3,No
65,95,71,57,11,86,6,2,Yes
55,63,59,65,11,92,5,3,No
97,65,68,54,0,54,7,0,No
60,60,70,83,7,67,7,0,No
52,77,84,96,8,77,5,0,Yes
77,49,56,76,3,60,8,3,No
90,68,80,85,0,50,9,0,No
64,59,64,53,3,70,7,0,No
62,70,84,91,8,66,8,0,No
91,88,55,99,7,71,7,2,No
94,69,59,56,9,77,8,0,No
66,72,81,86,2,69,10,0,No
56,77,49,85,7,71,8,2,No
77,90,91,73,10,72,6,1,No
87,62,99,64,1,67,8,0,No
62,62,87,99,0,50,8,0,No
66,82,62,98,11,68,9,5,Yes
64,77,91,55,7,60,5,0,No
85,71,72,75,2,60,8,3,No
77,93,82,75,6,63,10,0,No
64,94,52,74,10,52,10,1,No
95,59,64,82,3,56,10,0,No
60,88,89,52,15,85,3,3,Yes
80,57,76,58,9,65,6,0,No
53,96,75,86,11,72,6,0,No
84,78,63,87,8,89,6,1,Yes
83,48,45,79,9,73,9,1,No
76,79,54,76,18,94,4,4,Yes
59,63,94,62,3,66,6,2,No
79,75,73,72,5,61,7,0,No
94,69,43,52,18,74,7,8,Yes
69,84,53,72,14,78,5,5,Yes
78,56,43,84,5,67,7,0,No
78,56,67,73,2,74,5,0,No
72,86,68,86,5,89,8,1,Yes
99,69,57,61,18,88,7,8,Yes
70,77,97,69,7,69,8,5,Yes
97,81,59,67,14,80,4,1,Yes
92,72,87,56,9,75,9,4,Yes
59,96,80,75,9,72,7,0,No
90,87,71,61,11,67,10,2,No
61,53,47,83,5,60,8,4,Yes
79,58,82,97,5,69,8,0,No
82,47,85,81,14,65,6,3,No
67,49,88,79,4,63,6,1,No
63,70,52,51,9,86,8,2,No
71,97,79,57,13,61,8,4,Yes
70,85,85,82,10,66,10,2,No
50,62,82,95,9,66,6,5,Yes
98,82,48,91,0,71,5,0,No
92,65,79,79,9,74,6,6,Yes
64,83,85,94,13,82,3,4,Yes
85,60,86,91,18,90,5,6,Yes
96,84,97,94,14,99,6,4,Yes
71,67,72,77,8,50,10,4,Yes
81,73,95,62,10,100,1,1,Yes
95,54,51,73,11,83,3,2,No
82,49,76,82,0,84,5,2,No
90,55,64,54,1,58,5,0,No
88,73,85,97,8,70,10,3,No
72,97,64,55,8,58,8,2,No
92,89,93,53,7,52,8,1,No
51,71,55,91,8,69,10,1,No
51,96,90,92,9,65,8,6,Yes
87,78,99,83,0,58,7,1,No
78,58,55,78,0,52,7,2,No
95,85,78,70,6,71,5,0,No
52,86,74,75,9,72,8,4,Yes
88,54,62,81,6,68,9,3,No
56,86,47,71,4,56,10,2,No
85,95,92,90,16,67,5,2,No
78,55,92,63,9,70,9,7,Yes
86,55,85,83,6,56,7,3,No
98,79,91,86,17,80,7,9,Yes
85,63,42,93,7,56,8,0,No
72,68,99,50,11,83,7,5,Yes
94,98,63,81,4,58,10,0,No
65,45,82,81,0,75,8,0,No
97,56,61,73,3,69,4,0,No
80,91,53,93,11,63,6,4,Yes
83,58,61,70,6,70,6,0,No
99,47,73,61,6,79,9,0,Yes
50,96,75,69,8,61,10,0,No
67,89,70,86,8,63,10,2,No
89,94,60,69,15,78,5,4,Yes
92,76,98,51,5,76,10,1,Yes
64,60,97,63,0,59,8,0,No
97,82,44,66,17,81,5,8,Yes
98,54,58,73,5,79,2,3,Yes
66,61,81,79,12,66,10,5,Yes
93,93,92,64,11,60,9,3,No
59,84,60,98,14,86,5,4,Yes
69,48,41,83,2,68,9,0,No
55,59,92,57,10,55,8,2,No
57,77,42,91,5,81,7,2,No
94,83,86,52,5,72,8,2,No
83,54,90,60,15,80,5,4,Yes
81,51,92,76,2,61,6,2,No
91,77,96,58,4,59,10,3,No
53,61,69,64,0,63,4,0,No
93,56,73,81,5,76,4,0,Yes
99,61,64,60,8,59,7,4,Yes
88,91,74,52,8,68,6,3,No
69,60,68,75,8,77,7,5,Yes
73,99,51,56,0,71,7,1,No
73,58,62,77,6,60,6,5,Yes
75,47,67,88,0,61,7,1,No
74,95,85,53,6,61,10,3,No
85,88,56,79,7,68,8,3,No
56,95,55,87,7,69,9,4,Yes
59,94,88,63,9,71,5,1,No
96,74,95,85,2,74,7,1,No
61,90,48,80,5,66,9,1,No
50,96,42,68,18,62,8,6,Yes
99,99,61,98,9,62,6,1,No
74,85,70,61,6,94,6,3,Yes
65,79,53,98,0,52,9,0,No
54,70,42,64,7,72,6,1,No
68,99,77,58,0,74,8,0,No
53,56,62,76,0,78,5,3,No
55,75,60,69,8,70,7,4,Yes
75,96,90,77,10,79,6,4,Yes
98,61,63,74,0,60,10,0,No
88,81,71,65,1,54,9,0,No
88,52,84,67,3,63,7,0,No
58,63,44,99,15,69,6,1,No
94,70,72,85,9,83,3,2,Yes
63,48,83,53,8,86,4,3,No
97,59,86,70,13,75,7,1,Yes
58,95,96,76,15,67,4,4,Yes
64,91,58,50,8,58,9,1,No
86,58,73,54,9,82,4,0,No
99,74,42,93,8,61,10,0,No
69,92,78,95,0,50,9,0,No
57,86,67,59,8,78,7,4,Yes
81,68,50,99,4,69,5,0,No
96,90,99,70,0,50,8,0,No
70,96,49,59,4,63,8,2,No
90,87,79,75,6,75,8,4,Yes
68,78,41,65,11,78,6,7,Yes
78,63,85,87,6,63,7,0,No
80,47,84,52,2,54,8,1,No
55,48,78,69,0,53,10,2,No
53,55,66,96,4,67,7,4,Yes
92,57,92,54,8,77,4,2,Yes
78,94,48,55,11,76,7,2,No
91,62,78,74,11,60,10,1,No
52,63,40,74,0,66,7,0,No
50,88,72,61,8,53,10,3,No
93,77,77,50,7,83,6,0,Yes
64,82,96,91,5,82,6,0,Yes
96,47,72,52,8,67,10,2,No
70,93,87,70,16,70,5,4,Yes
95,79,42,54,7,72,8,0,No
80,45,71,64,6,61,8,4,Yes
56,79,52,53,1,51,7,0,No
66,80,60,68,1,50,10,0,No
68,82,43,66,1,75,3,0,No
88,83,56,57,0,69,9,0,No
52,99,81,86,4,58,8,5,Yes
79,69,43,73,16,81,7,9,Yes
84,84,59,53,4,60,9,0,No
78,57,98,73,5,63,5,2,No
99,48,51,68,0,56,10,0,No
63,50,65,73,4,72,8,2,No
84,55,84,90,1,57,8,3,No
77,45,75,94,4,56,10,0,No
79,52,55,70,4,55,10,0,No
75,98,90,66,8,55,10,8,Yes
56,78,46,57,12,75,10,1,No
88,84,72,80,17,63,5,4,Yes
80,96,87,68,17,90,5,3,Yes
54,53,41,60,5,69,8,5,Yes
84,80,72,95,9,50,9,1,No
99,93,53,99,10,65,10,5,Yes
96,83,59,72,12,62,6,1,No
63,86,76,86,4,50,8,0,No
85,81,66,77,3,72,7,2,No
76,86,86,72,0,66,8,0,No
73,88,81,61,12,82,6,1,Yes
89,65,60,65,8,70,8,0,No
78,64,41,65,2,74,8,0,No
94,82,82,63,16,81,8,7,Yes
71,45,55,56,2,72,9,0,No
57,79,58,70,14,81,6,0,No
64,72,43,70,2,71,7,0,No
98,51,49,90,8,75,6,5,Yes
54,87,93,84,9,64,10,4,Yes
53,88,61,95,4,50,7,0,No
60,53,51,73,0,66,9,1,No
67,45,41,50,5,61,8,2,No
91,80,41,63,4,52,10,0,No
98,78,80,69,0,59,6,3,No
79,78,83,77,0,58,6,0,No
64,61,73,67,7,73,10,3,No
55,97,57,52,0,69,6,1,No
65,76,55,76,5,69,8,1,No
96,46,58,55,10,67,4,1,No
89,80,86,53,0,50,10,0,No
58,69,64,50,0,55,8,0,No
92,87,69,70,10,70,8,3,No
83,95,87,84,0,78,6,0,No
76,70,45,77,6,52,9,1,No
62,89,66,67,5,50,10,2,No
85,98,54,84,16,82,8,3,Yes
76,70,70,70,15,75,7,1,Yes
58,65,83,65,7,59,10,0,No
54,62,61,75,2,69,10,0,No
71,73,51,88,7,55,10,2,No
80,95,49,58,13,97,8,5,Yes
52,68,60,72,9,79,7,2,No
79,91,86,51,0,69,9,2,No
70,72,94,52,0,62,10,0,No
84,56,98,82,10,73,6,4,Yes
55,55,70,73,0,56,10,0,No
77,71,75,72,9,73,8,2,No
81,67,49,55,11,74,8,3,No
91,77,97,70,11,84,4,3,Yes
86,60,58,96,9,68,4,5,Yes
74,72,62,54,4,67,8,0,No
81,72,85,62,0,50,10,0,No
84,89,49,89,17,86,7,3,Yes
71,82,88,62,0,61,9,0,No
73,99,93,68,9,73,7,1,No
88,50,98,58,4,71,4,0,No
79,86,66,52,14,79,5,3,Yes
99,73,82,80,8,63,8,2,No
81,78,89,95,3,75,7,0,No
80,47,41,88,3,67,7,3,No
72,50,50,62,10,69,8,6,Yes
89,92,47,90,14,81,7,2,Yes
82,82,58,60,11,76,10,1,Yes
74,57,96,90,7,63,8,1,No
85,80,55,60,3,74,9,3,No
73,59,43,95,2,73,7,0,No
80,50,53,96,8,50,8,2,No
88,77,61,98,13,62,8,5,Yes
95,85,56,50,1,50,9,5,Yes
62,56,82,84,0,50,8,0,No
59,99,97,84,6,77,6,0,Yes
72,87,65,52,9,60,10,1,No
67,57,74,53,6,76,6,0,No
81,77,75,73,10,74,4,2,No
82,95,92,79,6,69,8,0,No
85,72,84,81,13,67,9,6,Yes
77,97,88,98,16,68,8,3,No
65,80,69,69,9,61,9,2,No
65,49,91,85,3,69,5,3,No
67,99,60,62,0,63,8,0,No
57,69,59,88,2,50,8,0,No
91,61,81,53,8,82,10,0,Yes
65,81,65,77,10,67,7,2,No
60,63,94,89,4,65,8,1,No
55,79,95,92,6,74,3,1,No
50,87,51,56,15,63,4,5,Yes
61,78,47,58,1,50,10,1,No
87,98,74,71,0,51,9,0,No
77,90,68,53,0,72,6,0,No
94,50,92,85,11,71,6,2,No
66,63,81,82,0,71,8,1,No
50,45,95,55,2,50,10,0,No
81,51,46,52,10,68,7,0,No
57,78,96,84,14,62,9,7,Yes
89,63,49,82,7,77,6,3,Yes
92,77,78,56,3,59,9,2,No
95,70,89,90,9,58,10,2,No
73,85,59,84,2,59,8,0,No
59,97,67,96,7,50,10,1,No
96,93,53,52,2,62,8,0,No
88,86,51,92,4,52,5,0,No
88,71,47,67,19,68,9,4,Yes
59,82,96,52,12,72,6,0,No
85,70,46,88,4,50,9,2,No
74,79,44,76,5,61,9,1,No
99,64,40,58,11,65,10,3,No
59,68,86,66,4,77,8,4,Yes
68,91,48,90,14,81,6,2,Yes
95,65,83,91,0,52,10,3,No
94,98,93,94,9,60,10,3,No
64,70,57,54,2,66,8,1,No
65,64,82,95,7,67,10,2,No
51,50,81,53,5,78,8,0,No
78,47,49,63,6,68,10,1,No
53,54,89,78,7,69,7,1,No
99,56,97,60,9,76,7,1,Yes
78,77,40,71,2,78,10,3,No
80,66,99,91,6,67,6,2,No
66,60,59,54,5,73,7,3,No
59,61,97,61,5,65,8,0,No
76,54,82,70,17,70,8,7,Yes
90,56,68,64,7,74,9,5,Yes
64,63,41,73,14,68,9,6,Yes
93,84,65,62,0,50,7,0,No
80,67,50,81,4,60,9,3,No
70,84,64,75,6,72,9,2,No
90,54,73,89,14,73,9,9,Yes
95,54,98,75,0,73,10,0,No
94,94,80,85,14,83,8,6,Yes
75,54,40,94,9,93,2,1,No
87,83,94,79,11,70,8,4,Yes
85,74,70,96,6,72,7,3,No
66,48,77,58,6,81,6,4,Yes
52,45,61,73,4,50,9,1,No
63,87,41,87,4,78,8,0,No
98,63,86,67,12,56,8,3,No
62,49,40,58,5,80,6,0,No
90,74,97,71,4,68,4,2,No
76,70,95,87,9,68,4,1,No
50,84,63,70,5,55,10,1,No
66,78,89,56,4,51,10,2,No
97,46,75,61,0,57,9,0,No
99,68,84,85,5,60,10,3,No
83,58,75,60,4,57,9,1,No
63,85,86,52,8,64,5,2,No
66,86,73,76,5,73,9,2,No
52,57,98,56,18,94,2,2,No
83,73,48,51,0,56,10,2,No
89,45,51,59,0,61,10,0,No
74,90,85,52,5,54,10,1,No
51,78,59,66,8,65,10,0,No
83,48,43,92,4,57,10,2,No
75,72,54,50,4,72,10,2,No
80,63,43,83,1,52,10,0,No
58,45,44,62,7,71,5,2,No
79,80,49,63,21,72,9,1,No
69,87,83,66,2,80,9,1,No
